            sIP|            dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sensor|
  10.119.120.33|   180.76.15.29|   80|43587|  6|        39|     52427|        |2016/04/06T00:04:57.961|    0.960|2016/04/06T00:04:58.921|Health|
  10.119.120.33|   120.52.72.35|   80|63719|  6|         8|      4196|        |2016/04/06T00:05:19.582|    1.088|2016/04/06T00:05:20.670|Health|
  10.119.120.33|  180.76.15.149|   80|48168|  6|       376|    530501|        |2016/04/06T00:05:33.468|    4.096|2016/04/06T00:05:37.564|Health|
  10.119.120.33|  180.76.15.159|   80|29271|  6|        83|    111857|        |2016/04/06T00:06:07.582|    1.408|2016/04/06T00:06:08.990|Health|
  10.119.120.33|  123.125.71.72|   80|22086|  6|        14|     13778|        |2016/04/06T00:07:15.239|    1.472|2016/04/06T00:07:16.711|Health|
  10.119.120.33|  180.76.15.157|   80|50863|  6|        23|     24675|        |2016/04/06T00:08:26.859|    1.024|2016/04/06T00:08:27.883|Health|
   131.247.59.7|141.212.122.168|  443|40460|  6|         1|        46|        |2016/04/06T00:08:43.211|    0.000|2016/04/06T00:08:43.211|Health|
   131.247.59.7|141.212.122.169|  443|60377|  6|         1|        46|        |2016/04/06T00:08:43.212|    0.000|2016/04/06T00:08:43.212|Health|
  10.119.120.33|  180.76.15.140|   80|30022|  6|        74|    100351|        |2016/04/06T00:09:00.713|    1.216|2016/04/06T00:09:01.929|Health|
  10.119.120.33|  180.76.15.140|   80|30022|  6|         1|        46|        |2016/04/06T00:09:02.186|    0.000|2016/04/06T00:09:02.186|Health|
  10.119.120.33|   180.76.15.13|   80|49231|  6|        49|     63277|        |2016/04/06T00:09:34.945|    1.216|2016/04/06T00:09:36.161|Health|
  10.119.120.33|  180.76.15.139|   80|15926|  6|       251|    366829|        |2016/04/06T00:09:36.930|    7.808|2016/04/06T00:09:44.738|Health|
  10.119.120.33|167.114.237.176|   80|58246|  6|        14|     16192|        |2016/04/06T00:10:20.650|    0.640|2016/04/06T00:10:21.290|Health|
  10.119.120.33|  180.76.15.150|   80|48965|  6|        13|     10837|        |2016/04/06T00:10:46.246|    0.704|2016/04/06T00:10:46.950|Health|
  10.119.120.33|167.114.237.176|   80|58246|  6|         1|        52|        |2016/04/06T00:10:51.433|    0.000|2016/04/06T00:10:51.433|Health|
  10.119.120.33|167.114.237.176|   80|58246|  6|         1|        52|        |2016/04/06T00:11:21.470|    0.000|2016/04/06T00:11:21.470|Health|
  10.119.120.33|167.114.237.176|   80|58246|  6|         1|        52|        |2016/04/06T00:11:51.617|    0.000|2016/04/06T00:11:51.617|Health|
  10.119.120.33|167.114.237.176|   80|58246|  6|         1|        46|        |2016/04/06T00:12:17.839|    0.000|2016/04/06T00:12:17.839|Health|
  10.119.120.33|  180.76.15.150|   80|24065|  6|        42|     52296|        |2016/04/06T00:13:58.560|    1.280|2016/04/06T00:13:59.840|Health|
  10.119.120.40|155.254.203.126|   80|45428|  6|         4|       420|        |2016/04/06T00:14:11.296|    0.320|2016/04/06T00:14:11.616|Health|
  10.119.120.33|   180.76.15.34|   80|25732|  6|       403|    529794|        |2016/04/06T00:14:14.992|    6.144|2016/04/06T00:14:21.136|Health|
  10.119.120.40|155.254.203.126|   80|59641|  6|        42|     55620|        |2016/04/06T00:14:56.849|    1.024|2016/04/06T00:14:57.873|Health|
  10.119.120.40|155.254.203.126|  443|33847|  6|        78|     53719|        |2016/04/06T00:14:55.888|    0.896|2016/04/06T00:14:56.784|Health|
  10.119.120.40|155.254.203.126|   80|45428|  6|         1|        52|        |2016/04/06T00:14:55.822|    0.000|2016/04/06T00:14:55.822|Health|
  10.119.120.40| 104.254.212.24|  443|57133|  6|       161|    202000|        |2016/04/06T00:16:10.946|   10.432|2016/04/06T00:16:21.378|Health|
  10.119.120.40| 66.220.156.106|  443|47273|  6|       165|    225400|        |2016/04/06T00:18:19.979|    0.320|2016/04/06T00:18:20.299|Health|
  10.119.120.33|  180.76.15.137|   80|41310|  6|       402|    559320|        |2016/04/06T00:18:53.518|    4.160|2016/04/06T00:18:57.678|Health|
  10.119.120.33|  180.76.15.159|   80|55063|  6|        53|     72178|        |2016/04/06T00:21:12.723|    2.752|2016/04/06T00:21:15.475|Health|
  10.119.120.33|  180.76.15.153|   80|54587|  6|        18|     17625|        |2016/04/06T00:23:31.924|    0.960|2016/04/06T00:23:32.884|Health|
  10.119.120.33|  180.76.15.137|   80|59479|  6|        23|     26280|        |2016/04/06T00:24:42.128|    0.704|2016/04/06T00:24:42.832|Health|
  10.119.120.33|  180.76.15.150|   80|59988|  6|        23|     26290|        |2016/04/06T00:24:42.832|    1.216|2016/04/06T00:24:44.048|Health|
  10.119.120.33|   180.76.15.28|   80|37848|  6|        51|     65076|        |2016/04/06T00:25:05.680|    1.280|2016/04/06T00:25:06.960|Health|
  10.119.120.33|  180.76.15.153|   80|31706|  6|         5|       675|        |2016/04/06T00:25:28.897|    0.512|2016/04/06T00:25:29.409|Health|
  10.119.120.33|  180.76.15.149|   80|22397|  6|         5|       675|        |2016/04/06T00:25:59.105|    0.448|2016/04/06T00:25:59.553|Health|
  131.247.70.63|141.212.122.161|  443| 6998|  6|        11|      6532|        |2016/04/06T00:26:24.590|    4.992|2016/04/06T00:26:29.582|Health|
  10.119.120.33|  180.76.15.160|   80|31684|  6|       398|    558363|        |2016/04/06T00:25:51.180|    9.664|2016/04/06T00:26:00.844|Health|
  131.247.70.63|141.212.122.161|  443|33746|  6|         1|        46|        |2016/04/06T00:26:24.462|    0.000|2016/04/06T00:26:24.462|Health|
  131.247.70.63|141.212.122.160|  443|51855|  6|         1|        46|        |2016/04/06T00:26:24.462|    0.000|2016/04/06T00:26:24.462|Health|
  131.247.65.10|141.212.122.195|   80|52397|  6|         1|        46|        |2016/04/06T00:26:40.077|    0.000|2016/04/06T00:26:40.077|Health|
  131.247.65.10|141.212.122.194|   80|56820|  6|         1|        46|        |2016/04/06T00:26:40.076|    0.000|2016/04/06T00:26:40.076|Health|
  10.119.120.33|   180.76.15.13|   80|50237|  6|         7|      4111|        |2016/04/06T00:27:00.812|    0.256|2016/04/06T00:27:01.068|Health|
  10.119.120.33|  180.76.15.134|   80|26409|  6|       159|    215043|        |2016/04/06T00:28:25.681|    1.920|2016/04/06T00:28:27.601|Health|
  10.119.120.33|  180.76.15.148|   80|23439|  6|         5|      1380|        |2016/04/06T00:29:20.896|    1.472|2016/04/06T00:29:22.368|Health|
  10.119.120.33|  180.76.15.140|   80|22891|  6|        79|    105623|        |2016/04/06T00:29:59.424|    2.368|2016/04/06T00:30:01.792|Health|
  10.119.120.33|   180.76.15.28|   80|20971|  6|        30|     38787|        |2016/04/06T00:30:32.672|    0.768|2016/04/06T00:30:33.440|Health|
  10.119.120.33|  180.76.15.144|   80|46256|  6|       460|    588556|        |2016/04/06T00:30:40.673|    2.816|2016/04/06T00:30:43.489|Health|
  10.119.120.33|  180.76.15.148|   80|42047|  6|        18|     16842|        |2016/04/06T00:31:14.850|    1.024|2016/04/06T00:31:15.874|Health|
  131.247.67.83| 137.116.71.170|  443|31120|  6|         3|       138|        |2016/04/06T00:31:23.356|    1.088|2016/04/06T00:31:24.444|Health|
  10.119.120.33|   51.255.65.39|   80|32970|  6|         8|      3973|        |2016/04/06T00:31:19.498|    0.448|2016/04/06T00:31:19.946|Health|
  10.119.120.33|   180.76.15.28|   80|36833|  6|       315|    434075|        |2016/04/06T00:31:22.894|    9.792|2016/04/06T00:31:32.686|Health|
  10.119.120.33| 123.125.71.117|   80|18667|  6|        12|     10894|        |2016/04/06T00:34:58.152|    0.832|2016/04/06T00:34:58.984|Health|
  10.119.120.33|  180.76.15.139|   80|38496|  6|       219|    297262|        |2016/04/06T00:38:49.217|    4.288|2016/04/06T00:38:53.505|Health|
  10.119.120.33|  180.76.15.162|   80|45450|  6|        12|     10543|        |2016/04/06T00:39:01.055|    0.768|2016/04/06T00:39:01.823|Health|
  10.119.120.33|  180.76.15.158|   80|49174|  6|        23|     25094|        |2016/04/06T00:39:02.335|    0.960|2016/04/06T00:39:03.295|Health|
 131.247.67.188|    66.249.65.1|  443|64552|  6|        18|     20150|        |2016/04/06T00:40:01.345|    0.256|2016/04/06T00:40:01.601|Health|
  10.119.120.33|   180.76.15.13|   80|14204|  6|         2|        94|        |2016/04/06T00:41:52.698|    0.256|2016/04/06T00:41:52.954|Health|
 131.247.67.122|  66.249.73.132|   80|34173|  6|         2|       559|        |2016/04/06T00:42:33.854|    0.064|2016/04/06T00:42:33.918|Health|
  10.119.120.33|   180.76.15.13|   80|14204|  6|       388|    563097|        |2016/04/06T00:43:11.163|    2.624|2016/04/06T00:43:13.787|Health|
  10.119.120.33|   180.76.15.34|   80|18968|  6|        47|     60294|        |2016/04/06T00:43:20.892|    1.216|2016/04/06T00:43:22.108|Health|
  10.119.120.33|   180.76.15.24|   80|47240|  6|       106|    139889|        |2016/04/06T00:43:41.243|    1.728|2016/04/06T00:43:42.971|Health|
  10.119.120.33|  50.63.196.155|   80|14522|  6|        16|     12507|        |2016/04/06T00:44:16.201|    0.192|2016/04/06T00:44:16.393|Health|
  10.119.120.33|  180.76.15.140|   80|42497|  6|        23|     25094|        |2016/04/06T00:44:43.400|    1.024|2016/04/06T00:44:44.424|Health|
 131.247.67.122|  66.249.73.132|   80|34173|  6|         1|        46|        |2016/04/06T00:44:44.038|    0.000|2016/04/06T00:44:44.038|Health|
  131.247.65.21| 184.105.139.91|  443|40778|  6|         1|        46|        |2016/04/06T00:44:46.259|    0.000|2016/04/06T00:44:46.259|Health|
  10.119.120.50| 184.105.139.91|  443|43133|  6|         1|        46|        |2016/04/06T00:45:02.535|    0.000|2016/04/06T00:45:02.535|Health|
  10.119.120.33|  180.76.15.134|   80|55152|  6|         5|      1352|        |2016/04/06T00:46:00.567|    0.640|2016/04/06T00:46:01.207|Health|
  10.119.120.33|  180.76.15.144|   80|44674|  6|       423|    582074|        |2016/04/06T00:45:33.561|    2.944|2016/04/06T00:45:36.505|Health|
  10.119.120.33|   180.76.15.30|   80|24919|  6|        80|    108138|        |2016/04/06T00:46:55.161|    1.472|2016/04/06T00:46:56.633|Health|
  10.119.120.33|   180.76.15.25|   80|11283|  6|       163|    223830|        |2016/04/06T00:49:27.864|    1.984|2016/04/06T00:49:29.848|Health|
  10.119.120.40|  66.249.64.164|   80|62604|  6|         5|       405|        |2016/04/06T00:50:04.469|    0.064|2016/04/06T00:50:04.533|Health|
  10.119.120.33|  180.76.15.155|   80|56178|  6|       380|    552336|        |2016/04/06T00:52:29.615|    6.528|2016/04/06T00:52:36.143|Health|
  10.119.120.33|  180.76.15.158|   80|23519|  6|        40|     48599|        |2016/04/06T00:52:45.357|    1.216|2016/04/06T00:52:46.573|Health|
  10.119.120.33|  180.76.15.134|   80|22692|  6|       409|    575629|        |2016/04/06T00:52:53.357|    2.880|2016/04/06T00:52:56.237|Health|
  131.247.66.87|141.212.122.161|  443|15564|  6|         8|      3612|        |2016/04/06T00:52:57.645|    0.192|2016/04/06T00:52:57.837|Health|
  131.247.66.87|141.212.122.169|  443|44277|  6|         1|        46|        |2016/04/06T00:52:57.519|    0.000|2016/04/06T00:52:57.519|Health|
  131.247.66.87|141.212.122.168|  443|59151|  6|         1|        46|        |2016/04/06T00:53:00.461|    0.000|2016/04/06T00:53:00.461|Health|
  10.119.120.33|  180.76.15.148|   80|41274|  6|        65|     84401|        |2016/04/06T00:54:20.527|    1.536|2016/04/06T00:54:22.063|Health|
  10.119.120.33|  180.76.15.139|   80|35452|  6|        12|      9434|        |2016/04/06T00:55:31.180|    0.704|2016/04/06T00:55:31.884|Health|
  10.119.120.33|  180.76.15.157|   80|52014|  6|       100|    135652|        |2016/04/06T00:56:53.611|    1.728|2016/04/06T00:56:55.339|Health|
  10.119.120.33|  180.76.15.153|   80|20096|  6|        40|     49140|        |2016/04/06T00:57:09.612|    1.216|2016/04/06T00:57:10.828|Health|
  10.119.120.33|  180.76.15.137|   80|17129|  6|       400|    580875|        |2016/04/06T00:57:38.344|    2.944|2016/04/06T00:57:41.288|Health|
  10.119.120.33|  180.76.15.158|   80|30775|  6|        25|     29555|        |2016/04/06T00:58:45.990|    0.704|2016/04/06T00:58:46.694|Health|
  131.247.67.45|157.122.148.242|   25|55011|  6|        10|       872|        |2016/04/06T01:00:28.822|    1.664|2016/04/06T01:00:30.486|Health|
  131.247.67.45| 89.248.171.160|   25|21625|  6|        11|       991|        |2016/04/06T01:07:38.692|    0.960|2016/04/06T01:07:39.652|Health|
  131.247.67.45|  138.94.98.127|   25| 2965|  6|         9|       853|        |2016/04/06T01:09:12.444|    2.752|2016/04/06T01:09:15.196|Health|
   131.247.67.1|  180.76.15.148|   53|59996| 17|         1|        86|        |2016/04/06T01:13:32.854|    0.000|2016/04/06T01:13:32.854|Health|
   131.247.67.1|  180.76.15.150|   53|14020| 17|         1|        85|        |2016/04/06T01:16:24.495|    0.000|2016/04/06T01:16:24.495|Health|
   131.247.67.1|    74.82.47.42|   53|60813| 17|         1|       222|        |2016/04/06T01:23:30.013|    0.000|2016/04/06T01:23:30.013|Health|
  131.247.67.45| 89.248.171.160|   25|52054|  6|        14|      1177|        |2016/04/06T01:27:03.637|    1.216|2016/04/06T01:27:04.853|Health|
   131.247.67.1|  66.249.75.175|   53|55424| 17|         1|        82|        |2016/04/06T01:32:35.593|    0.000|2016/04/06T01:32:35.593|Health|
   131.247.67.6|  185.35.62.221|    0|  771|  1|         1|        91|        |2016/04/06T01:42:57.392|    0.000|2016/04/06T01:42:57.392|Health|
  131.247.67.45| 89.248.171.160|   25|17951|  6|        11|       991|        |2016/04/06T01:46:36.324|    1.024|2016/04/06T01:46:37.348|Health|
  131.247.67.45|  209.85.218.42|   25|34217|  6|        29|      8522|        |2016/04/06T01:48:37.215|    0.704|2016/04/06T01:48:37.919|Health|
  131.247.67.45|  178.155.14.10|   25|17250|  6|        10|       982|        |2016/04/06T01:48:38.688|    2.816|2016/04/06T01:48:41.504|Health|
   131.247.67.1|     74.82.47.4|   53|28630| 17|         1|       119|        |2016/04/06T01:49:05.437|    0.000|2016/04/06T01:49:05.437|Health|
  131.247.67.45|      76.8.4.73|   25| 4912|  6|         9|       883|        |2016/04/06T01:53:57.202|    1.472|2016/04/06T01:53:58.674|Health|
   131.247.67.1|   180.76.15.29|   53|51722| 17|         1|       102|        |2016/04/06T01:55:51.949|    0.000|2016/04/06T01:55:51.949|Health|
   131.247.67.1|   180.76.15.25|   53|23732| 17|         1|        80|        |2016/04/06T01:55:52.141|    0.000|2016/04/06T01:55:52.141|Health|
   131.247.67.1|   180.76.15.30|   53|47156| 17|         1|       142|        |2016/04/06T01:57:06.375|    0.000|2016/04/06T01:57:06.375|Health|
  131.247.67.73| 64.125.239.201| 2222|43158|  6|         1|        46|        |2016/04/06T01:59:21.754|    0.000|2016/04/06T01:59:21.754|Health|
  10.119.120.33|  180.76.15.153|   80|17343|  6|        16|     16754|        |2016/04/06T01:00:06.310|    0.832|2016/04/06T01:00:07.142|Health|
  10.119.120.33|  180.76.15.134|   80|29578|  6|       351|    520719|        |2016/04/06T01:01:17.217|    3.968|2016/04/06T01:01:21.185|Health|
  10.119.120.33|  180.76.15.149|   80|60925|  6|       390|    561685|        |2016/04/06T01:01:25.217|    4.352|2016/04/06T01:01:29.569|Health|
  10.119.120.33|  180.76.15.150|   80|52085|  6|        54|     69047|        |2016/04/06T01:02:00.611|    1.472|2016/04/06T01:02:02.083|Health|
  10.119.120.33|  123.125.71.20|   80|51441|  6|       498|    621201|        |2016/04/06T01:02:38.240|    3.392|2016/04/06T01:02:41.632|Health|
  10.119.120.33|  123.125.71.20|   80|51441|  6|         1|        46|        |2016/04/06T01:02:41.890|    0.000|2016/04/06T01:02:41.890|Health|
  10.119.120.33|   180.76.15.24|   80|57864|  6|       487|    584682|        |2016/04/06T01:02:54.562|    3.328|2016/04/06T01:02:57.890|Health|
  10.119.120.33|  180.76.15.155|   80|26561|  6|       454|    583418|        |2016/04/06T01:03:24.513|    3.264|2016/04/06T01:03:27.777|Health|
  131.247.67.33|    74.82.47.52|  443|46091|  6|         1|        46|        |2016/04/06T01:04:10.656|    0.000|2016/04/06T01:04:10.656|Health|
  10.119.120.33|   180.76.15.30|   80|46102|  6|       146|    199429|        |2016/04/06T01:05:26.302|    1.920|2016/04/06T01:05:28.222|Health|
  10.119.120.33|  180.76.15.157|   80|27291|  6|       402|    558064|        |2016/04/06T01:05:50.239|    6.784|2016/04/06T01:05:57.023|Health|
  131.247.67.73|216.218.206.124|  443|34414|  6|         1|        46|        |2016/04/06T01:06:41.183|    0.000|2016/04/06T01:06:41.183|Health|
  131.247.66.87|    74.82.47.23|  443|40905|  6|         1|        46|        |2016/04/06T01:07:04.220|    0.000|2016/04/06T01:07:04.220|Health|
 131.247.67.209|    74.82.47.23|  443|42524|  6|         1|        46|        |2016/04/06T01:07:07.805|    0.000|2016/04/06T01:07:07.805|Health|
    172.26.1.10|    74.82.47.10|   80|42292|  6|         1|        46|        |2016/04/06T01:08:45.915|    0.000|2016/04/06T01:08:45.915|Health|
   131.247.59.8|    74.82.47.10|   80|52208|  6|         1|        46|        |2016/04/06T01:09:15.215|    0.000|2016/04/06T01:09:15.215|Health|
 131.247.67.188|  66.249.65.127|  443|57355|  6|        10|      5733|        |2016/04/06T01:10:53.332|    0.192|2016/04/06T01:10:53.524|Health|
  10.119.120.33|   180.76.15.29|   80|44752|  6|        17|     16493|        |2016/04/06T01:11:00.181|    1.024|2016/04/06T01:11:01.205|Health|
  131.247.67.33|     74.82.47.4|  443|42312|  6|        10|      5966|        |2016/04/06T01:11:21.434|    8.256|2016/04/06T01:11:29.690|Health|
  131.247.67.26|   119.9.24.100|   80|39804|  6|         3|       162|        |2016/04/06T01:11:31.773|    0.192|2016/04/06T01:11:31.965|Health|
  131.247.67.26|   119.9.24.100|   80|43771|  6|         3|       593|        |2016/04/06T01:11:40.220|    0.256|2016/04/06T01:11:40.476|Health|
  131.247.67.26|   119.9.24.100|   80|47756|  6|         4|       645|        |2016/04/06T01:11:48.796|    0.448|2016/04/06T01:11:49.244|Health|
  131.247.67.26|   119.9.24.100|   80|51768|  6|         5|      2086|        |2016/04/06T01:11:57.437|    0.384|2016/04/06T01:11:57.821|Health|
  131.247.67.26|   119.9.24.100|   80|55763|  6|         6|      2138|        |2016/04/06T01:12:06.010|    0.576|2016/04/06T01:12:06.586|Health|
  131.247.67.26|   119.9.24.100|   80|59865|  6|         4|      2034|        |2016/04/06T01:12:14.841|    0.192|2016/04/06T01:12:15.033|Health|
  131.247.67.26|   119.9.24.100|   80|35674|  6|         4|       645|        |2016/04/06T01:12:23.414|    0.448|2016/04/06T01:12:23.862|Health|
  10.119.120.33|  180.76.15.157|   80|59937|  6|       365|    532929|        |2016/04/06T01:13:45.235|    5.248|2016/04/06T01:13:50.483|Health|
  10.119.120.33|   180.76.15.24|   80|59577|  6|       378|    553888|        |2016/04/06T01:13:17.331|    6.400|2016/04/06T01:13:23.731|Health|
  131.247.66.87|     74.82.47.3|  443|33444|  6|         9|      3990|        |2016/04/06T01:14:33.748|    5.888|2016/04/06T01:14:39.636|Health|
  10.119.120.33|  180.76.15.158|   80|49017|  6|       170|    222565|        |2016/04/06T01:14:35.989|    2.432|2016/04/06T01:14:38.421|Health|
  131.247.67.73| 216.218.206.68|  443|38500|  6|         3|       168|        |2016/04/06T01:14:42.646|    2.560|2016/04/06T01:14:45.206|Health|
  131.247.67.33|     74.82.47.4|  443|51308|  6|        10|      5489|        |2016/04/06T01:15:17.398|    4.096|2016/04/06T01:15:21.494|Health|
  10.119.120.33|  180.76.15.140|   80|35637|  6|       398|    542661|        |2016/04/06T01:16:58.579|    5.440|2016/04/06T01:17:04.019|Health|
  131.247.67.33|     74.82.47.4|  443|33904|  6|         2|       106|        |2016/04/06T01:17:34.164|    0.192|2016/04/06T01:17:34.356|Health|
  10.119.120.33|  180.76.15.155|   80|56793|  6|        55|     70695|        |2016/04/06T01:18:07.185|    1.344|2016/04/06T01:18:08.529|Health|
  131.247.66.87|     74.82.47.3|  443|44723|  6|         8|      3468|        |2016/04/06T01:19:43.053|    4.096|2016/04/06T01:19:47.149|Health|
  10.119.120.33|  180.76.15.160|   80|60147|  6|        49|     61980|        |2016/04/06T01:20:27.528|    1.472|2016/04/06T01:20:29.000|Health|
  131.247.66.87|     74.82.47.3|  443|53601|  6|         2|       106|        |2016/04/06T01:22:07.424|    0.128|2016/04/06T01:22:07.552|Health|
  10.119.120.33|  180.76.15.134|   80|13757|  6|        12|     12322|        |2016/04/06T01:25:06.051|    1.792|2016/04/06T01:25:07.843|Health|
  10.119.120.33|  180.76.15.134|   80|13757|  6|         1|        46|        |2016/04/06T01:25:08.100|    0.000|2016/04/06T01:25:08.100|Health|
  10.119.120.33|  180.76.15.163|   80|25474|  6|        36|     41863|        |2016/04/06T01:27:25.312|    2.304|2016/04/06T01:27:27.616|Health|
  10.119.120.33|   180.76.15.30|   80|18469|  6|        40|     48887|        |2016/04/06T01:28:00.194|    1.280|2016/04/06T01:28:01.474|Health|
  10.119.120.33|   180.76.15.24|   80|21237|  6|        54|     71515|        |2016/04/06T01:28:52.865|    3.584|2016/04/06T01:28:56.449|Health|
  10.119.120.33|  180.76.15.159|   80|60980|  6|       359|    529761|        |2016/04/06T01:29:44.568|   10.816|2016/04/06T01:29:55.384|Health|
  10.119.120.33|  180.76.15.140|   80|44571|  6|         5|       643|        |2016/04/06T01:31:25.951|    0.448|2016/04/06T01:31:26.399|Health|
  10.119.120.33|   180.76.15.30|   80|38654|  6|       362|    540093|        |2016/04/06T01:31:54.814|   11.072|2016/04/06T01:32:05.886|Health|
  131.247.65.10| 216.218.206.70|  443|40328|  6|         1|        46|        |2016/04/06T01:34:22.646|    0.000|2016/04/06T01:34:22.646|Health|
  10.119.120.33|  180.76.15.153|   80|55359|  6|       359|    528297|        |2016/04/06T01:33:58.775|    9.024|2016/04/06T01:34:07.799|Health|
    10.119.4.39|    74.82.47.60|  443|41375|  6|         1|        46|        |2016/04/06T01:35:09.813|    0.000|2016/04/06T01:35:09.813|Health|
   172.29.1.110|    74.82.47.60|  443|60446|  6|         1|        46|        |2016/04/06T01:35:21.085|    0.000|2016/04/06T01:35:21.085|Health|
  10.119.120.33|  180.76.15.163|   80|28747|  6|       246|    358022|        |2016/04/06T01:36:07.289|    8.192|2016/04/06T01:36:15.481|Health|
 131.247.67.103| 216.218.206.96|  443|36652|  6|         1|        46|        |2016/04/06T01:38:33.395|    0.000|2016/04/06T01:38:33.395|Health|
  10.119.120.33|  180.76.15.142|   80|46048|  6|       197|    284680|        |2016/04/06T01:38:28.467|   10.496|2016/04/06T01:38:38.963|Health|
  10.119.120.33|  180.76.15.152|   80|55645|  6|       123|    167088|        |2016/04/06T01:39:44.177|    1.920|2016/04/06T01:39:46.097|Health|
 131.247.67.103| 216.218.206.68|  443|54731|  6|         9|      5906|        |2016/04/06T01:40:50.993|    6.272|2016/04/06T01:40:57.265|Health|
 131.247.67.103| 216.218.206.68|  443|54731|  6|         1|        52|        |2016/04/06T01:41:00.526|    0.000|2016/04/06T01:41:00.526|Health|
    10.119.4.39|     74.82.47.4|  443|53446|  6|         9|      4696|        |2016/04/06T01:42:08.042|    7.680|2016/04/06T01:42:15.722|Health|
  10.119.120.33|  180.76.15.158|   80|37379|  6|        23|     25094|        |2016/04/06T01:42:25.011|    1.024|2016/04/06T01:42:26.035|Health|
 131.247.65.229|141.212.122.161|  443|46395|  6|         9|      4981|        |2016/04/06T01:43:32.973|    0.128|2016/04/06T01:43:33.101|Health|
   172.29.1.110|     74.82.47.4|  443|48860|  6|         2|       106|        |2016/04/06T01:43:38.795|    1.664|2016/04/06T01:43:40.459|Health|
